DATE,Actual,Prediction
2020-11-10,3545.53,3546.659351
2020-11-12,3537.01,3535.589707
2020-11-13,3585.15,3601.34442
2020-11-16,3626.91,3631.687968
2020-11-17,3609.53,3611.83877
2020-11-18,3567.79,3565.946078
2020-11-19,3581.87,3579.630175
2020-11-20,3557.54,3557.954093
2020-11-23,3577.59,3591.28737
2020-11-24,3635.41,3643.831133
2020-11-25,3629.65,3639.542629
2020-11-30,3621.63,3613.309813
2020-12-01,3662.45,3667.837245
2020-12-02,3669.01,3656.921305
2020-12-03,3666.72,3671.348574
2020-12-04,3699.12,3705.942203
2020-12-07,3691.96,3702.848149
2020-12-08,3702.25,3696.173725
2020-12-09,3672.82,3659.144698
2020-12-10,3668.1,3682.412829
2020-12-11,3663.46,3665.492167
2020-12-14,3647.49,3652.884829
2020-12-15,3694.62,3692.425467
2020-12-16,3701.17,3716.75164
2020-12-17,3722.48,3725.235661
2020-12-18,3709.41,3711.824439
2020-12-21,3694.92,3711.313214
2020-12-22,3687.26,3688.009776
2020-12-23,3690.01,3698.073851
2020-12-28,3735.36,3745.173204
2020-12-29,3727.04,3731.309536
2020-12-30,3732.04,3740.323696
2020-12-31,3756.07,3742.977609
2021-01-04,3700.65,3702.822746
2021-01-05,3726.86,3710.568878
2021-01-06,3748.14,3758.320642
2021-01-07,3803.79,3804.957662
2021-01-08,3824.68,3812.686764
2021-01-11,3799.61,3791.686236
2021-01-12,3801.19,3797.515225
2021-01-13,3809.84,3814.833105
2021-01-14,3795.54,3781.152438
2021-01-15,3768.25,3769.047263
2021-01-19,3798.91,3785.36353
2021-01-21,3853.07,3849.789624
2021-01-22,3841.47,3850.996196
2021-01-25,3855.36,3845.229494
2021-01-26,3849.62,3845.377285
2021-01-27,3750.77,3748.996791
2021-01-28,3787.38,3802.004339
2021-01-29,3714.24,3727.86829
2021-02-01,3773.86,3781.624395
2021-02-02,3826.31,3808.288871
2021-02-03,3830.17,3835.989597
2021-02-04,3871.74,3859.089097
2021-02-05,3886.83,3899.664822
2021-02-08,3915.59,3907.886504
2021-02-09,3911.23,3898.224262
2021-02-10,3909.88,3911.274281
2021-02-11,3916.38,3904.920388
2021-02-12,3934.83,3951.601944
2021-02-16,3932.59,3932.872896
2021-02-17,3931.33,3927.484363
2021-02-18,3913.97,3905.686473
2021-02-19,3906.71,3911.746236
